nom	g	h	b	tw	tf	r1	r2	A	hi	d	phi	pmin	pmax	AL	AG	iiy	Wely	Wply	iy	Avz	iiz	Welz	Wplz	iz	ss	It	Iw	vy	vyp	vz	vzp	vty	vtz	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12
HEAA 300	69,8	0,283	0,3	0,0075	0,0105	0,027	-1	0,00889	0,262	0,208	27	0,116	0,198	1,705	24,42	0,000138	0,0009756	0,001065	0,1246	0,003237	0,00004734	0,0003156	0,0004823	0,073	0,06013	4,935E-007	8,772E-007	0,15	0,15	0,1415	0,1415	0	0	-0,15	-0,1415	0,15	-0,1415	0,15	-0,131	0,00375	-0,131	0,00375	0,131	0,15	0,131	0,15	0,1415	-0,15	0,1415	-0,15	0,131	-0,00375	0,131	-0,00375	-0,131	-0,15	-0,131
HEAA 320	74,2	0,301	0,3	0,008	0,011	0,027	-1	0,00946	0,279	0,225	27	0,118	0,198	1,74	23,43	0,0001645	0,001093	0,001196	0,1319	0,00354	0,00004959	0,0003306	0,0005057	0,0724	0,06163	5,587E-007	0,000001041	0,15	0,15	0,1505	0,1505	0	0	-0,15	-0,1505	0,15	-0,1505	0,15	-0,1395	0,004	-0,1395	0,004	0,1395	0,15	0,1395	0,15	0,1505	-0,15	0,1505	-0,15	0,1395	-0,004	0,1395	-0,004	-0,1395	-0,15	-0,1395
HEAA 340	78,9	0,32	0,3	0,0085	0,0115	0,027	-1	0,01005	0,297	0,243	27	0,118	0,198	1,777	22,52	0,0001955	0,001222	0,001341	0,1395	0,003869	0,00005185	0,0003456	0,0005293	0,0718	0,06313	6,307E-007	0,000001231	0,15	0,15	0,16	0,16	0	0	-0,15	-0,16	0,15	-0,16	0,15	-0,1485	0,00425	-0,1485	0,00425	0,1485	0,15	0,1485	0,15	0,16	-0,15	0,16	-0,15	0,1485	-0,00425	0,1485	-0,00425	-0,1485	-0,15	-0,1485
HEAA 360	83,7	0,339	0,3	0,009	0,012	0,027	-1	0,01066	0,315	0,261	27	0,118	0,198	1,814	21,67	0,0002304	0,001359	0,001495	0,147	0,004217	0,0000541	0,0003607	0,000553	0,0712	0,06463	7,099E-007	0,000001444	0,15	0,15	0,1695	0,1695	0	0	-0,15	-0,1695	0,15	-0,1695	0,15	-0,1575	0,0045	-0,1575	0,0045	0,1575	0,15	0,1575	0,15	0,1695	-0,15	0,1695	-0,15	0,1575	-0,0045	0,1575	-0,0045	-0,1575	-0,15	-0,1575
HEAA 400	92,4	0,378	0,3	0,0095	0,013	0,027	-1	0,01177	0,352	0,298	27	0,118	0,198	1,891	20,46	0,0003125	0,001654	0,001824	0,163	0,004795	0,00005861	0,0003908	0,0005997	0,0706	0,06713	8,469E-007	0,000001948	0,15	0,15	0,189	0,189	0	0	-0,15	-0,189	0,15	-0,189	0,15	-0,176	0,00475	-0,176	0,00475	0,176	0,15	0,176	0,15	0,189	-0,15	0,189	-0,15	0,176	-0,00475	0,176	-0,00475	-0,176	-0,15	-0,176
HEAA 450	99,7	0,425	0,3	0,01	0,0135	0,027	-1	0,01271	0,398	0,344	27	0,12	0,198	1,984	19,89	0,0004189	0,001971	0,002183	0,1816	0,00547	0,00006088	0,0004058	0,0006244	0,0692	0,06863	9,561E-007	0,000002572	0,15	0,15	0,2125	0,2125	0	0	-0,15	-0,2125	0,15	-0,2125	0,15	-0,199	0,005	-0,199	0,005	0,199	0,15	0,199	0,15	0,2125	-0,15	0,2125	-0,15	0,199	-0,005	0,199	-0,005	-0,199	-0,15	-0,199
HEAA 500	107	0,472	0,3	0,0105	0,014	0,027	-1	0,01369	0,444	0,39	27	0,12	0,198	2,077	19,33	0,0005464	0,002315	0,002576	0,1998	0,006191	0,00006314	0,0004209	0,0006493	0,0679	0,07013	0,000001077	0,000003304	0,15	0,15	0,236	0,236	0	0	-0,15	-0,236	0,15	-0,236	0,15	-0,222	0,00525	-0,222	0,00525	0,222	0,15	0,222	0,15	0,236	-0,15	0,236	-0,15	0,222	-0,00525	0,222	-0,00525	-0,222	-0,15	-0,222
HEAA 550	120	0,522	0,3	0,0115	0,015	0,027	-1	0,01528	0,492	0,438	27	0,122	0,198	2,175	18,13	0,0007287	0,002792	0,003128	0,2184	0,007266	0,00006767	0,0004511	0,0006986	0,0665	0,07313	0,000001337	0,000004338	0,15	0,15	0,261	0,261	0	0	-0,15	-0,261	0,15	-0,261	0,15	-0,246	0,00575	-0,246	0,00575	0,246	0,15	0,246	0,15	0,261	-0,15	0,261	-0,15	0,246	-0,00575	0,246	-0,00575	-0,246	-0,15	-0,246
HEAA 600	129	0,571	0,3	0,012	0,0155	0,027	-1	0,01641	0,54	0,486	27	0,122	0,198	2,272	17,64	0,000919	0,003218	0,003623	0,2366	0,008129	0,00006993	0,0004662	0,0007245	0,0653	0,07463	0,000001498	0,000005381	0,15	0,15	0,2855	0,2855	0	0	-0,15	-0,2855	0,15	-0,2855	0,15	-0,27	0,006	-0,27	0,006	0,27	0,15	0,27	0,15	0,2855	-0,15	0,2855	-0,15	0,27	-0,006	0,27	-0,006	-0,27	-0,15	-0,27
HEAA 650	138	0,62	0,3	0,0125	0,016	0,027	-1	0,01758	0,588	0,534	27	0,122	0,198	2,369	17,17	0,001139	0,003676	0,00416	0,2546	0,00904	0,00007221	0,0004814	0,0007507	0,0641	0,07613	0,000001675	0,000006567	0,15	0,15	0,31	0,31	0	0	-0,15	-0,31	0,15	-0,31	0,15	-0,294	0,00625	-0,294	0,00625	0,294	0,15	0,294	0,15	0,31	-0,15	0,31	-0,15	0,294	-0,00625	0,294	-0,00625	-0,294	-0,15	-0,294
HEAA 700	150	0,67	0,3	0,013	0,017	0,027	-1	0,01909	0,636	0,582	27	0,122	0,198	2,468	16,46	0,001427	0,00426	0,00484	0,2734	0,01003	0,00007673	0,0005115	0,0007997	0,0634	0,07863	0,000001952	0,000008155	0,15	0,15	0,335	0,335	0	0	-0,15	-0,335	0,15	-0,335	0,15	-0,318	0,0065	-0,318	0,0065	0,318	0,15	0,318	0,15	0,335	-0,15	0,335	-0,15	0,318	-0,0065	0,318	-0,0065	-0,318	-0,15	-0,318
HEAA 800	172	0,77	0,3	0,014	0,018	0,03	-1	0,02185	0,734	0,674	27	0,13	0,198	2,66	15,51	0,002089	0,005426	0,006225	0,3092	0,01238	0,00008134	0,0005422	0,0008566	0,061	0,08515	0,000002568	0,00001145	0,15	0,15	0,385	0,385	0	0	-0,15	-0,385	0,15	-0,385	0,15	-0,367	0,007	-0,367	0,007	0,367	0,15	0,367	0,15	0,385	-0,15	0,385	-0,15	0,367	-0,007	0,367	-0,007	-0,367	-0,15	-0,367
HEAA 900	198	0,87	0,3	0,015	0,02	0,03	-1	0,02522	0,83	0,77	27	0,13	0,198	2,858	14,44	0,003011	0,006923	0,007999	0,3455	0,01472	0,00009041	0,0006028	0,0009577	0,0599	0,09015	0,000003349	0,00001626	0,15	0,15	0,435	0,435	0	0	-0,15	-0,435	0,15	-0,435	0,15	-0,415	0,0075	-0,415	0,0075	0,415	0,15	0,415	0,15	0,435	-0,15	0,435	-0,15	0,415	-0,0075	0,415	-0,0075	-0,415	-0,15	-0,415
HEAA 1000	222	0,97	0,3	0,016	0,021	0,03	-1	0,02822	0,928	0,868	27	0,132	0,198	3,056	13,8	0,004065	0,00838	0,009777	0,3795	0,01722	0,00009501	0,0006334	0,001016	0,058	0,09315	0,000004034	0,00002128	0,15	0,15	0,485	0,485	0	0	-0,15	-0,485	0,15	-0,485	0,15	-0,464	0,008	-0,464	0,008	0,464	0,15	0,464	0,15	0,485	-0,15	0,485	-0,15	0,464	-0,008	0,464	-0,008	-0,464	-0,15	-0,464
HEB 100	20,4	0,1	0,1	0,006	0,01	0,012	-1	0,0026	0,08	0,056	10	0,056	0,058	0,567	27,76	0,000004495	0,00008991	0,0001042	0,0416	0,000904	0,000001673	0,00003345	0,00005142	0,0253	0,04006	9,25E-008	3,38E-009	0,05	0,05	0,05	0,05	0	0	-0,05	-0,05	0,05	-0,05	0,05	-0,04	0,003	-0,04	0,003	0,04	0,05	0,04	0,05	0,05	-0,05	0,05	-0,05	0,04	-0,003	0,04	-0,003	-0,04	-0,05	-0,04
HEB 120	26,7	0,12	0,12	0,0065	0,011	0,012	-1	0,0034	0,098	0,074	12	0,06	0,068	0,686	25,71	0,000008644	0,0001441	0,0001652	0,0504	0,001096	0,000003175	0,00005292	0,00008097	0,0306	0,04256	1,384E-007	9,41E-009	0,06	0,06	0,06	0,06	0	0	-0,06	-0,06	0,06	-0,06	0,06	-0,049	0,00325	-0,049	0,00325	0,049	0,06	0,049	0,06	0,06	-0,06	0,06	-0,06	0,049	-0,00325	0,049	-0,00325	-0,049	-0,06	-0,049
HEB 140	33,7	0,14	0,14	0,007	0,012	0,012	-1	0,0043	0,116	0,092	16	0,066	0,076	0,805	23,88	0,00001509	0,0002156	0,0002454	0,0593	0,001308	0,000005497	0,00007852	0,0001198	0,0358	0,04506	2,006E-007	2,248E-008	0,07	0,07	0,07	0,07	0	0	-0,07	-0,07	0,07	-0,07	0,07	-0,058	0,0035	-0,058	0,0035	0,058	0,07	0,058	0,07	0,07	-0,07	0,07	-0,07	0,058	-0,0035	0,058	-0,0035	-0,058	-0,07	-0,058
HEB 160	42,6	0,16	0,16	0,008	0,013	0,015	-1	0,00543	0,134	0,104	20	0,08	0,084	0,918	21,56	0,00002492	0,0003115	0,000354	0,0678	0,001759	0,000008892	0,0001112	0,00017	0,0405	0,05157	3,124E-007	4,794E-008	0,08	0,08	0,08	0,08	0	0	-0,08	-0,08	0,08	-0,08	0,08	-0,067	0,004	-0,067	0,004	0,067	0,08	0,067	0,08	0,08	-0,08	0,08	-0,08	0,067	-0,004	0,067	-0,004	-0,067	-0,08	-0,067
HEB 180	51,2	0,18	0,18	0,0085	0,014	0,015	-1	0,00653	0,152	0,122	24	0,088	0,092	1,037	20,25	0,00003831	0,0004257	0,0004814	0,0766	0,002024	0,00001363	0,0001514	0,000231	0,0457	0,05407	4,216E-007	9,375E-008	0,09	0,09	0,09	0,09	0	0	-0,09	-0,09	0,09	-0,09	0,09	-0,076	0,00425	-0,076	0,00425	0,076	0,09	0,076	0,09	0,09	-0,09	0,09	-0,09	0,076	-0,00425	0,076	-0,00425	-0,076	-0,09	-0,076
HEB 200	61,3	0,2	0,2	0,009	0,015	0,018	-1	0,00781	0,17	0,134	27	0,1	0,1	1,151	18,78	0,00005696	0,0005696	0,0006425	0,0854	0,002483	0,00002003	0,0002003	0,0003058	0,0507	0,06009	5,928E-007	1,711E-007	0,1	0,1	0,1	0,1	0	0	-0,1	-0,1	0,1	-0,1	0,1	-0,085	0,0045	-0,085	0,0045	0,085	0,1	0,085	0,1	0,1	-0,1	0,1	-0,1	0,085	-0,0045	0,085	-0,0045	-0,085	-0,1	-0,085
HEB 220	71,5	0,22	0,22	0,0095	0,016	0,018	-1	0,0091	0,188	0,152	27	0,1	0,118	1,27	17,77	0,00008091	0,0007355	0,000827	0,0943	0,002792	0,00002843	0,0002585	0,0003939	0,0559	0,06259	7,657E-007	2,954E-007	0,11	0,11	0,11	0,11	0	0	-0,11	-0,11	0,11	-0,11	0,11	-0,094	0,00475	-0,094	0,00475	0,094	0,11	0,094	0,11	0,11	-0,11	0,11	-0,11	0,094	-0,00475	0,094	-0,00475	-0,094	-0,11	-0,094
HEB 240	83,2	0,24	0,24	0,01	0,017	0,021	-1	0,0106	0,206	0,164	27	0,108	0,138	1,384	16,63	0,0001126	0,0009383	0,001053	0,1031	0,003323	0,00003923	0,0003269	0,0004984	0,0608	0,0686	0,000001027	4,869E-007	0,12	0,12	0,12	0,12	0	0	-0,12	-0,12	0,12	-0,12	0,12	-0,103	0,005	-0,103	0,005	0,103	0,12	0,103	0,12	0,12	-0,12	0,12	-0,12	0,103	-0,005	0,103	-0,005	-0,103	-0,12	-0,103
HEB 260	93	0,26	0,26	0,01	0,0175	0,024	-1	0,01184	0,225	0,177	27	0,114	0,158	1,499	16,12	0,0001492	0,001148	0,001283	0,1122	0,003759	0,00005135	0,000395	0,0006022	0,0658	0,07312	0,000001238	7,537E-007	0,13	0,13	0,13	0,13	0	0	-0,13	-0,13	0,13	-0,13	0,13	-0,1125	0,005	-0,1125	0,005	0,1125	0,13	0,1125	0,13	0,13	-0,13	0,13	-0,13	0,1125	-0,005	0,1125	-0,005	-0,1125	-0,13	-0,1125
HEB 280	103	0,28	0,28	0,0105	0,018	0,024	-1	0,01314	0,244	0,196	27	0,114	0,178	1,618	15,69	0,0001927	0,001376	0,001534	0,1211	0,004109	0,00006595	0,000471	0,0007176	0,0709	0,07462	0,000001437	0,00000113	0,14	0,14	0,14	0,14	0	0	-0,14	-0,14	0,14	-0,14	0,14	-0,122	0,00525	-0,122	0,00525	0,122	0,14	0,122	0,14	0,14	-0,14	0,14	-0,14	0,122	-0,00525	0,122	-0,00525	-0,122	-0,14	-0,122
HEB 300	117	0,3	0,3	0,011	0,019	0,027	-1	0,01491	0,262	0,208	27	0,12	0,198	1,732	14,8	0,0002517	0,001678	0,001869	0,1299	0,004743	0,00008563	0,0005709	0,0008701	0,0758	0,08063	0,00000185	0,000001688	0,15	0,15	0,15	0,15	0	0	-0,15	-0,15	0,15	-0,15	0,15	-0,131	0,0055	-0,131	0,0055	0,131	0,15	0,131	0,15	0,15	-0,15	0,15	-0,15	0,131	-0,0055	0,131	-0,0055	-0,131	-0,15	-0,131
HEB 320	127	0,32	0,3	0,0115	0,0205	0,027	-1	0,01613	0,279	0,225	27	0,122	0,198	1,771	13,98	0,0003082	0,001926	0,002149	0,1382	0,005177	0,00009239	0,0006159	0,0009391	0,0757	0,08413	0,000002251	0,000002069	0,15	0,15	0,16	0,16	0	0	-0,15	-0,16	0,15	-0,16	0,15	-0,1395	0,00575	-0,1395	0,00575	0,1395	0,15	0,1395	0,15	0,16	-0,15	0,16	-0,15	0,1395	-0,00575	0,1395	-0,00575	-0,1395	-0,15	-0,1395
HEB 340	134	0,34	0,3	0,012	0,0215	0,027	-1	0,01709	0,297	0,243	27	0,122	0,198	1,81	13,49	0,0003666	0,002156	0,002408	0,1465	0,005609	0,0000969	0,000646	0,0009857	0,0753	0,08663	0,000002572	0,000002454	0,15	0,15	0,17	0,17	0	0	-0,15	-0,17	0,15	-0,17	0,15	-0,1485	0,006	-0,1485	0,006	0,1485	0,15	0,1485	0,15	0,17	-0,15	0,17	-0,15	0,1485	-0,006	0,1485	-0,006	-0,1485	-0,15	-0,1485
HEB 360	142	0,36	0,3	0,0125	0,0225	0,027	-1	0,01806	0,315	0,261	27	0,122	0,198	1,849	13,04	0,0004319	0,0024	0,002683	0,1546	0,00606	0,0001014	0,0006761	0,001032	0,0749	0,08913	0,000002925	0,000002883	0,15	0,15	0,18	0,18	0	0	-0,15	-0,18	0,15	-0,18	0,15	-0,1575	0,00625	-0,1575	0,00625	0,1575	0,15	0,1575	0,15	0,18	-0,15	0,18	-0,15	0,1575	-0,00625	0,1575	-0,00625	-0,1575	-0,15	-0,1575
HEB 400	155	0,4	0,3	0,0135	0,024	0,027	-1	0,01978	0,352	0,298	27	0,124	0,198	1,927	12,41	0,0005768	0,002884	0,003232	0,1708	0,006998	0,0001082	0,0007213	0,001104	0,074	0,09313	0,000003557	0,000003817	0,15	0,15	0,2	0,2	0	0	-0,15	-0,2	0,15	-0,2	0,15	-0,176	0,00675	-0,176	0,00675	0,176	0,15	0,176	0,15	0,2	-0,15	0,2	-0,15	0,176	-0,00675	0,176	-0,00675	-0,176	-0,15	-0,176
HEB 450	171	0,45	0,3	0,014	0,026	0,027	-1	0,0218	0,398	0,344	27	0,124	0,198	2,026	11,84	0,0007989	0,003551	0,003982	0,1914	0,007966	0,0001172	0,0007814	0,001198	0,0733	0,09763	0,000004405	0,000005258	0,15	0,15	0,225	0,225	0	0	-0,15	-0,225	0,15	-0,225	0,15	-0,199	0,007	-0,199	0,007	0,199	0,15	0,199	0,15	0,225	-0,15	0,225	-0,15	0,199	-0,007	0,199	-0,007	-0,199	-0,15	-0,199
HEB 500	187	0,5	0,3	0,0145	0,028	0,027	-1	0,02386	0,444	0,39	27	0,124	0,198	2,125	11,34	0,001072	0,004287	0,004815	0,2119	0,008982	0,0001262	0,0008416	0,001292	0,0727	0,1021	0,000005384	0,000007018	0,15	0,15	0,25	0,25	0	0	-0,15	-0,25	0,15	-0,25	0,15	-0,222	0,00725	-0,222	0,00725	0,222	0,15	0,222	0,15	0,25	-0,15	0,25	-0,15	0,222	-0,00725	0,222	-0,00725	-0,222	-0,15	-0,222
HEB 550	199	0,55	0,3	0,015	0,029	0,027	-1	0,02541	0,492	0,438	27	0,124	0,198	2,224	11,15	0,001367	0,004971	0,005591	0,232	0,01001	0,0001308	0,0008718	0,001341	0,0717	0,1046	0,000006003	0,000008856	0,15	0,15	0,275	0,275	0	0	-0,15	-0,275	0,15	-0,275	0,15	-0,246	0,0075	-0,246	0,0075	0,246	0,15	0,246	0,15	0,275	-0,15	0,275	-0,15	0,246	-0,0075	0,246	-0,0075	-0,246	-0,15	-0,246
HEB 600	212	0,6	0,3	0,0155	0,03	0,027	-1	0,027	0,54	0,486	27	0,126	0,198	2,323	10,96	0,00171	0,005701	0,006425	0,2517	0,01108	0,0001353	0,000902	0,001391	0,0708	0,1071	0,000006672	0,00001097	0,15	0,15	0,3	0,3	0	0	-0,15	-0,3	0,15	-0,3	0,15	-0,27	0,00775	-0,27	0,00775	0,27	0,15	0,27	0,15	0,3	-0,15	0,3	-0,15	0,27	-0,00775	0,27	-0,00775	-0,27	-0,15	-0,27
HEB 650	225	0,65	0,3	0,016	0,031	0,027	-1	0,02863	0,588	0,534	27	0,126	0,198	2,422	10,77	0,002106	0,00648	0,00732	0,2712	0,0122	0,0001398	0,0009323	0,001441	0,0699	0,1096	0,000007392	0,00001336	0,15	0,15	0,325	0,325	0	0	-0,15	-0,325	0,15	-0,325	0,15	-0,294	0,008	-0,294	0,008	0,294	0,15	0,294	0,15	0,325	-0,15	0,325	-0,15	0,294	-0,008	0,294	-0,008	-0,294	-0,15	-0,294
HEB 700	241	0,7	0,3	0,017	0,032	0,027	-1	0,03064	0,636	0,582	27	0,126	0,198	2,52	10,48	0,002569	0,00734	0,008327	0,2896	0,01371	0,0001444	0,0009627	0,001495	0,0687	0,1126	0,000008309	0,00001606	0,15	0,15	0,35	0,35	0	0	-0,15	-0,35	0,15	-0,35	0,15	-0,318	0,0085	-0,318	0,0085	0,318	0,15	0,318	0,15	0,35	-0,15	0,35	-0,15	0,318	-0,0085	0,318	-0,0085	-0,318	-0,15	-0,318
HEB 800	262	0,8	0,3	0,0175	0,033	0,03	-1	0,03342	0,734	0,674	27	0,134	0,198	2,713	10,34	0,003591	0,008977	0,01023	0,3278	0,01618	0,000149	0,0009936	0,001553	0,0668	0,1186	0,00000946	0,00002184	0,15	0,15	0,4	0,4	0	0	-0,15	-0,4	0,15	-0,4	0,15	-0,367	0,00875	-0,367	0,00875	0,367	0,15	0,367	0,15	0,4	-0,15	0,4	-0,15	0,367	-0,00875	0,367	-0,00875	-0,367	-0,15	-0,367
HEB 900	291	0,9	0,3	0,0185	0,035	0,03	-1	0,03713	0,83	0,77	27	0,134	0,198	2,911	9,99	0,004941	0,01098	0,01258	0,3648	0,01888	0,0001582	0,00105	0,001658	0,0653	0,1236	0,00001137	0,00002946	0,15	0,15	0,45	0,45	0	0	-0,15	-0,45	0,15	-0,45	0,15	-0,415	0,00925	-0,415	0,00925	0,415	0,15	0,415	0,15	0,45	-0,15	0,45	-0,15	0,415	-0,00925	0,415	-0,00925	-0,415	-0,15	-0,415
HEB 1000	314	1	0,3	0,019	0,036	0,03	-1	0,04	0,928	0,868	27	0,134	0,198	3,11	9,905	0,006447	0,01289	0,01486	0,4015	0,02125	0,0001628	0,001085	0,001716	0,0638	0,1261	0,00001254	0,00003764	0,15	0,15	0,5	0,5	0	0	-0,15	-0,5	0,15	-0,5	0,15	-0,464	0,0095	-0,464	0,0095	0,464	0,15	0,464	0,15	0,5	-0,15	0,5	-0,15	0,464	-0,0095	0,464	-0,0095	-0,464	-0,15	-0,464
HEC 100	30,9	0,11	0,103	0,009	0,015	0,012	-1	0,00393	0,08	0,056	10	0,059	0,061	0,593	19,23	0,000007587	0,0001379	0,0001658	0,0439	0,001339	0,000002744	0,00005328	0,00008208	0,0264	0,05306	0,000000293	6,16E-009	0,0515	0,0515	0,055	0,055	0	0	-0,0515	-0,055	0,0515	-0,055	0,0515	-0,04	0,0045	-0,04	0,0045	0,04	0,0515	0,04	0,0515	0,055	-0,0515	0,055	-0,0515	0,04	-0,0045	0,04	-0,0045	-0,04	-0,0515	-0,04
HEC 120	39,2	0,13	0,123	0,0095	0,016	0,012	-1	0,00499	0,098	0,074	12	0,063	0,072	0,712	18,19	0,00001388	0,0002136	0,0002529	0,0527	0,001591	0,000004977	0,00008092	0,0001242	0,0316	0,05556	4,096E-007	1,612E-008	0,0615	0,0615	0,065	0,065	0	0	-0,0615	-0,065	0,0615	-0,065	0,0615	-0,049	0,00475	-0,049	0,00475	0,049	0,0615	0,049	0,0615	0,065	-0,0615	0,065	-0,0615	0,049	-0,00475	0,049	-0,00475	-0,049	-0,0615	-0,049
HEC 140	48,2	0,15	0,143	0,01	0,017	0,012	-1	0,00615	0,116	0,092	16	0,069	0,079	0,831	17,22	0,0000233	0,0003106	0,0003638	0,0616	0,001862	0,000008303	0,0001161	0,0001777	0,0368	0,05806	5,568E-007	3,664E-008	0,0715	0,0715	0,075	0,075	0	0	-0,0715	-0,075	0,0715	-0,075	0,0715	-0,058	0,005	-0,058	0,005	0,058	0,0715	0,058	0,0715	0,075	-0,0715	0,075	-0,0715	0,058	-0,005	0,058	-0,005	-0,058	-0,0715	-0,058
HEC 160	59,2	0,17	0,163	0,011	0,018	0,015	-1	0,00754	0,134	0,104	20	0,084	0,088	0,944	15,95	0,00003704	0,0004358	0,0005076	0,0701	0,002405	0,00001302	0,0001598	0,0002449	0,0416	0,06457	7,921E-007	0,000000075	0,0815	0,0815	0,085	0,085	0	0	-0,0815	-0,085	0,0815	-0,085	0,0815	-0,067	0,0055	-0,067	0,0055	0,067	0,0815	0,067	0,0815	0,085	-0,0815	0,085	-0,0815	0,067	-0,0055	0,067	-0,0055	-0,067	-0,0815	-0,067
HEC 180	69,8	0,19	0,183	0,0115	0,019	0,015	-1	0,0089	0,152	0,122	27	0,092	0,096	1,063	15,22	0,00005543	0,0005835	0,000675	0,0789	0,00273	0,00001944	0,0002125	0,0003249	0,0468	0,06707	0,000001021	1,419E-007	0,0915	0,0915	0,095	0,095	0	0	-0,0915	-0,095	0,0915	-0,095	0,0915	-0,076	0,00575	-0,076	0,00575	0,076	0,0915	0,076	0,0915	0,095	-0,0915	0,095	-0,0915	0,076	-0,00575	0,076	-0,00575	-0,076	-0,0915	-0,076
HEC 200	81,9	0,21	0,203	0,012	0,02	0,018	-1	0,01044	0,17	0,134	27	0,104	0,104	1,177	14,36	0,00008029	0,0007647	0,0008806	0,0877	0,003278	0,00002794	0,0002753	0,000421	0,0517	0,07309	0,000001351	2,517E-007	0,1015	0,1015	0,105	0,105	0	0	-0,1015	-0,105	0,1015	-0,105	0,1015	-0,085	0,006	-0,085	0,006	0,085	0,1015	0,085	0,1015	0,105	-0,1015	0,105	-0,1015	0,085	-0,006	0,085	-0,006	-0,085	-0,1015	-0,085
HEC 220	94,1	0,23	0,223	0,0125	0,021	0,018	-1	0,01199	0,188	0,152	27	0,104	0,122	1,296	13,77	0,0001118	0,0009722	0,001114	0,0965	0,003647	0,00003888	0,0003487	0,0005324	0,0569	0,07559	0,000001682	4,239E-007	0,1115	0,1115	0,115	0,115	0	0	-0,1115	-0,115	0,1115	-0,115	0,1115	-0,094	0,00625	-0,094	0,00625	0,094	0,1115	0,094	0,1115	0,115	-0,1115	0,115	-0,1115	0,094	-0,00625	0,094	-0,00625	-0,094	-0,1115	-0,094
HEC 240	119	0,255	0,244	0,014	0,0245	0,021	-1	0,01522	0,206	0,164	27	0,112	0,142	1,422	11,9	0,0001733	0,001359	0,001564	0,1067	0,004635	0,00005942	0,0004871	0,0007438	0,0625	0,0876	0,000002887	7,879E-007	0,122	0,122	0,1275	0,1275	0	0	-0,122	-0,1275	0,122	-0,1275	0,122	-0,103	0,007	-0,103	0,007	0,103	0,122	0,103	0,122	0,1275	-0,122	0,1275	-0,122	0,103	-0,007	0,103	-0,007	-0,103	-0,122	-0,103
HEC 260	132	0,275	0,264	0,014	0,025	0,024	-1	0,01684	0,225	0,177	27	0,118	0,162	1,537	11,63	0,0002259	0,001643	0,00188	0,1158	0,005194	0,0000768	0,0005818	0,0008883	0,0675	0,09212	0,000003364	0,000001198	0,132	0,132	0,1375	0,1375	0	0	-0,132	-0,1375	0,132	-0,1375	0,132	-0,1125	0,007	-0,1125	0,007	0,1125	0,132	0,1125	0,132	0,1375	-0,132	0,1375	-0,132	0,1125	-0,007	0,1125	-0,007	-0,1125	-0,132	-0,1125
HEC 280	145	0,295	0,284	0,0145	0,0255	0,024	-1	0,01852	0,244	0,196	27	0,118	0,182	1,656	11,39	0,0002881	0,001953	0,002225	0,1247	0,005626	0,0000975	0,0006866	0,001047	0,0726	0,09362	0,000003825	0,000001768	0,142	0,142	0,1475	0,1475	0	0	-0,142	-0,1475	0,142	-0,1475	0,142	-0,122	0,00725	-0,122	0,00725	0,122	0,142	0,122	0,142	0,1475	-0,142	0,1475	-0,142	0,122	-0,00725	0,122	-0,00725	-0,122	-0,142	-0,122
HEC 300	177	0,32	0,305	0,016	0,029	0,027	-1	0,02251	0,262	0,208	27	0,126	0,204	1,782	10,08	0,0004095	0,002559	0,002927	0,1349	0,006848	0,00013736	0,0009007	0,001374	0,0781	0,1056	0,000005983	0,000002903	0,1525	0,1525	0,16	0,16	0	0	-0,1525	-0,16	0,1525	-0,16	0,1525	-0,131	0,008	-0,131	0,008	0,131	0,1525	0,131	0,1525	0,16	-0,1525	0,16	-0,1525	0,131	-0,008	0,131	-0,008	-0,131	-0,1525	-0,131
HEC 320	186	0,34	0,305	0,016	0,0305	0,027	-1	0,02369	0,279	0,225	27	0,126	0,204	1,822	9,796	0,0004871	0,002865	0,003274	0,1434	0,007225	0,00014446	0,000947	0,001445	0,0781	0,1086	0,000006791	0,000003454	0,1525	0,1525	0,17	0,17	0	0	-0,1525	-0,17	0,1525	-0,17	0,1525	-0,1395	0,008	-0,1395	0,008	0,1395	0,1525	0,1395	0,1525	0,17	-0,1525	0,17	-0,1525	0,1395	-0,008	0,1395	-0,008	-0,1395	-0,1525	-0,1395
HEM 100	41,8	0,12	0,106	0,012	0,02	0,012	-1	0,00532	0,08	0,056	10	0,062	0,064	0,619	14,82	0,00001143	0,0001904	0,0002358	0,0463	0,001804	0,000003992	0,00007531	0,0001163	0,0274	0,06606	6,821E-007	9,93E-009	0,053	0,053	0,06	0,06	0	0	-0,053	-0,06	0,053	-0,06	0,053	-0,04	0,006	-0,04	0,006	0,04	0,053	0,04	0,053	0,06	-0,053	0,06	-0,053	0,04	-0,006	0,04	-0,006	-0,04	-0,053	-0,04
HEM 120	52,1	0,14	0,126	0,0125	0,021	0,012	-1	0,00664	0,098	0,074	12	0,066	0,074	0,738	14,16	0,00002018	0,0002882	0,0003506	0,0551	0,002115	0,000007028	0,0001116	0,0001716	0,0325	0,06856	9,166E-007	2,479E-008	0,063	0,063	0,07	0,07	0	0	-0,063	-0,07	0,063	-0,07	0,063	-0,049	0,00625	-0,049	0,00625	0,049	0,063	0,049	0,063	0,07	-0,063	0,07	-0,063	0,049	-0,00625	0,049	-0,00625	-0,049	-0,063	-0,049
